in_station,out_station,time_minute,time_hour_minute
12,2,532,08:52
18,12,484,08:04
12,24,425,07:05
12,3,461,07:41
5,20,482,08:02
18,23,540,09:00
12,15,513,08:33
24,17,460,07:40
13,17,442,07:22
18,1,450,07:30
15,5,492,08:12
14,12,423,07:03
3,11,436,07:16
20,4,472,07:52
22,2,516,08:36
2,5,451,07:31
22,10,517,08:37
14,6,485,08:05
5,11,515,08:35
17,18,481,08:01
12,9,539,08:59
8,16,439,07:19
11,22,447,07:27
10,8,450,07:30
20,11,473,07:53
14,21,491,08:11
7,15,512,08:32
3,4,495,08:15
13,14,489,08:09
3,11,501,08:21
13,6,478,07:58
12,5,429,07:09
12,9,488,08:08
16,24,490,08:10
4,9,427,07:07
24,1,426,07:06
23,15,530,08:50
7,8,462,07:42
7,12,452,07:32
3,5,511,08:31
6,21,444,07:24
13,5,504,08:24
18,21,432,07:12
17,23,515,08:35
17,11,526,08:46
2,9,505,08:25
2,12,434,07:14
7,20,499,08:19
7,1,439,07:19
5,13,467,07:47
2,22,447,07:27
4,6,472,07:52
3,5,531,08:51
3,18,470,07:50
9,23,492,08:12
21,2,469,07:49
16,24,439,07:19
18,3,479,07:59
9,4,540,09:00
14,12,440,07:20
20,1,422,07:02
13,23,424,07:04
4,11,489,08:09
7,20,529,08:49
18,11,481,08:01
18,4,499,08:19
12,4,507,08:27
5,4,506,08:26
16,5,439,07:19
2,22,508,08:28
18,21,520,08:40
3,13,459,07:39
23,9,515,08:35
22,13,483,08:03
13,22,476,07:56
4,17,453,07:33
6,21,449,07:29
11,8,484,08:04
14,8,451,07:31
2,11,479,07:59
24,18,479,07:59
12,14,507,08:27
2,3,518,08:38
5,11,423,07:03
2,7,528,08:48
2,9,518,08:38
14,13,508,08:28
15,6,482,08:02
12,21,510,08:30
18,13,424,07:04
19,20,470,07:50
20,11,460,07:40
13,22,447,07:27
21,12,431,07:11
6,7,468,07:48
18,23,514,08:34
18,11,472,07:52
18,8,456,07:36
19,13,473,07:53
4,5,425,07:05
20,13,461,07:41
23,3,528,08:48
11,6,449,07:29
18,15,498,08:18
4,5,461,07:41
14,11,457,07:37
19,5,464,07:44
12,14,508,08:28
2,8,480,08:00
9,7,435,07:15
19,4,458,07:38
6,24,494,08:14
18,19,432,07:12
19,2,425,07:05
3,6,445,07:25
20,11,450,07:30
13,9,510,08:30
22,13,426,07:06
13,16,433,07:13
20,12,456,07:36
19,18,484,08:04
7,13,464,07:44
23,10,523,08:43
21,13,446,07:26
13,1,452,07:32
23,13,501,08:21
18,3,494,08:14
14,21,456,07:36
9,8,503,08:23
11,3,521,08:41
17,3,433,07:13
7,8,434,07:14
13,3,489,08:09
22,11,471,07:51
2,7,506,08:26
2,15,497,08:17
7,3,436,07:16
18,20,493,08:13
14,20,443,07:23
18,11,455,07:35
19,22,494,08:14
17,15,461,07:41
8,24,423,07:03
5,11,475,07:55
2,3,468,07:48
4,8,504,08:24
9,6,483,08:03
4,13,462,07:42
14,3,506,08:26
2,14,470,07:50
7,11,502,08:22
5,22,459,07:39
14,21,496,08:16
14,3,476,07:56
21,9,528,08:48
15,13,525,08:45
13,3,463,07:43
20,21,502,08:22
18,12,529,08:49
2,19,473,07:53
12,18,439,07:19
20,15,539,08:59
7,13,456,07:36
7,6,481,08:01
12,16,451,07:31
24,3,532,08:52
15,5,440,07:20
21,3,461,07:41
12,9,483,08:03
13,15,492,08:12
24,17,456,07:36
4,7,502,08:22
21,13,427,07:07
3,11,482,08:02
8,5,424,07:04
22,24,445,07:25
12,19,428,07:08
2,11,466,07:46
22,13,446,07:26
4,1,534,08:54
5,4,489,08:09
14,24,455,07:35
13,4,513,08:33
24,1,481,08:01
12,23,494,08:14
17,10,484,08:04
3,14,484,08:04
0,7,510,08:30
16,4,531,08:51
24,19,467,07:47
20,5,449,07:29
5,4,486,08:06
13,21,436,07:16
8,19,446,07:26
11,15,509,08:29
12,8,509,08:29
24,13,490,08:10
24,22,497,08:17
13,19,508,08:28
24,12,527,08:47
13,9,438,07:18
19,7,450,07:30
5,2,432,07:12
14,11,536,08:56
17,10,524,08:44
19,7,510,08:30
17,5,513,08:33
24,7,457,07:37
18,11,493,08:13
2,13,442,07:22
15,13,449,07:29
17,1,440,07:20
13,4,422,07:02
24,15,539,08:59
4,16,539,08:59
18,12,505,08:25
12,18,473,07:53
8,19,525,08:45
2,5,522,08:42
14,9,484,08:04
14,15,434,07:14
12,13,484,08:04
7,12,433,07:13
19,11,470,07:50
2,15,518,08:38
20,11,496,08:16
4,5,461,07:41
2,20,498,08:18
24,5,470,07:50
18,21,489,08:09
19,15,498,08:18
14,11,491,08:11
4,10,462,07:42
17,6,472,07:52
12,5,491,08:11
21,19,427,07:07
17,12,440,07:20
11,19,449,07:29
20,8,488,08:08
14,1,426,07:06
14,9,537,08:57
24,11,514,08:34
15,24,484,08:04
4,20,450,07:30
8,23,428,07:08
18,5,443,07:23
23,1,513,08:33
16,21,474,07:54
4,18,460,07:40
6,5,445,07:25
3,24,488,08:08
24,11,442,07:22
12,8,499,08:19
2,5,493,08:13
20,18,481,08:01
5,3,466,07:46
13,4,479,07:59
24,5,532,08:52
17,10,475,07:55
13,21,441,07:21
2,3,458,07:38
23,4,462,07:42
23,4,489,08:09
5,11,474,07:54
14,3,486,08:06
13,2,422,07:02
12,9,509,08:29
15,11,487,08:07
14,15,508,08:28
2,8,438,07:18
12,11,505,08:25
13,5,481,08:01
14,12,471,07:51
16,19,512,08:32
13,4,517,08:37
13,11,455,07:35
4,12,458,07:38
22,8,519,08:39
15,16,438,07:18
13,5,486,08:06
12,11,509,08:29
23,13,459,07:39
13,5,467,07:47
13,7,464,07:44
12,21,514,08:34
3,1,490,08:10
20,21,524,08:44
13,22,513,08:33
12,7,494,08:14
19,13,429,07:09
2,12,454,07:34
18,4,522,08:42
24,13,458,07:38
4,9,477,07:57
11,12,457,07:37
7,1,464,07:44
20,5,519,08:39
7,18,455,07:35
7,12,456,07:36
24,9,472,07:52
4,11,509,08:29
14,8,449,07:29
13,7,532,08:52
11,3,427,07:07
16,12,480,08:00
12,7,426,07:06
24,5,527,08:47
14,19,528,08:48
13,5,486,08:06
11,2,482,08:02
17,11,519,08:39
14,9,440,07:20
17,5,523,08:43
15,4,537,08:57
13,21,500,08:20
11,4,533,08:53
2,23,439,07:19
17,5,532,08:52
9,5,463,07:43
18,1,452,07:32
19,9,517,08:37
13,11,471,07:51
12,8,474,07:54
23,2,437,07:17
24,6,463,07:43
7,4,472,07:52
6,20,517,08:37
24,11,472,07:52
16,8,525,08:45
19,11,491,08:11
16,11,538,08:58
21,12,420,07:00
13,8,478,07:58
14,11,456,07:36
4,5,429,07:09
5,8,470,07:50
23,1,475,07:55
1,6,425,07:05
13,12,512,08:32
3,8,458,07:38
3,5,505,08:25
23,11,481,08:01
22,3,521,08:41
3,11,437,07:17
24,3,473,07:53
17,9,437,07:17
17,24,473,07:53
24,7,478,07:58
18,24,434,07:14
7,4,440,07:20
5,12,478,07:58
8,4,440,07:20
18,8,524,08:44
18,11,490,08:10
6,24,474,07:54
15,14,429,07:09
12,24,516,08:36
7,24,461,07:41
18,7,450,07:30
13,5,495,08:15
14,11,519,08:39
18,4,439,07:19
24,11,476,07:56
24,20,493,08:13
3,5,504,08:24
11,24,537,08:57
20,24,479,07:59
17,11,456,07:36
7,8,423,07:03
13,14,537,08:57
3,17,482,08:02
4,13,439,07:19
12,17,536,08:56
16,12,478,07:58
16,6,513,08:33
20,8,428,07:08
7,12,509,08:29
11,8,437,07:17
3,22,538,08:58
17,21,513,08:33
12,22,460,07:40
4,21,430,07:10
12,6,536,08:56
19,5,454,07:34
20,23,484,08:04
15,8,504,08:24
19,16,457,07:37
20,6,473,07:53
9,8,477,07:57
14,23,487,08:07
18,12,447,07:27
3,24,511,08:31
2,3,455,07:35
17,24,440,07:20
6,2,528,08:48
20,6,449,07:29
6,12,534,08:54
2,22,454,07:34
24,11,447,07:27
14,24,474,07:54
24,19,502,08:22
12,7,440,07:20
14,4,453,07:33
5,15,424,07:04
21,22,481,08:01
5,7,507,08:27
13,9,444,07:24
23,12,465,07:45
18,0,432,07:12
12,18,492,08:12
23,12,508,08:28
12,11,470,07:50
11,5,455,07:35
13,15,491,08:11
9,3,535,08:55
3,14,481,08:01
21,23,528,08:48
15,9,532,08:52
15,5,513,08:33
24,20,496,08:16
5,16,470,07:50
22,5,427,07:07
4,8,482,08:02
18,17,461,07:41
13,19,517,08:37
5,9,442,07:22
14,12,477,07:57
14,11,465,07:45
2,14,424,07:04
12,19,489,08:09
21,22,505,08:25
3,10,531,08:51
18,24,466,07:46
2,5,481,08:01
12,22,534,08:54
14,23,481,08:01
15,4,446,07:26
21,13,517,08:37
13,8,502,08:22
19,23,475,07:55
17,12,519,08:39
19,23,511,08:31
17,4,468,07:48
19,3,493,08:13
24,11,431,07:11
12,11,462,07:42
18,10,524,08:44
18,13,456,07:36
17,23,513,08:33
14,4,523,08:43
11,4,461,07:41
6,4,504,08:24
24,3,434,07:14
4,11,532,08:52
14,23,495,08:15
12,20,515,08:35
22,6,532,08:52
14,21,483,08:03
11,15,474,07:54
13,9,527,08:47
24,7,424,07:04
13,21,531,08:51
3,15,447,07:27
5,15,466,07:46
15,22,508,08:28
2,7,495,08:15
12,20,439,07:19
17,11,426,07:06
17,12,476,07:56
18,13,434,07:14
12,8,434,07:14
7,5,503,08:23
7,8,526,08:46
23,11,484,08:04
13,16,530,08:50
3,13,431,07:11
18,17,433,07:13
13,3,469,07:49
3,9,507,08:27
3,9,497,08:17
22,8,505,08:25
1,18,460,07:40
10,13,436,07:16
24,9,468,07:48
3,13,464,07:44
14,18,492,08:12
23,18,463,07:43
13,5,504,08:24
21,6,533,08:53
4,14,499,08:19
2,3,513,08:33
12,2,458,07:38
21,5,456,07:36
4,11,526,08:46
11,12,518,08:38
19,5,444,07:24
18,2,453,07:33
2,11,495,08:15
15,7,500,08:20
18,13,519,08:39
5,14,464,07:44
13,14,518,08:38
18,15,506,08:26
3,7,501,08:21
20,6,466,07:46
4,12,495,08:15
7,13,421,07:01
12,5,476,07:56
15,10,498,08:18
13,1,524,08:44
12,9,473,07:53
17,18,430,07:10
13,5,498,08:18
15,8,506,08:26
24,7,538,08:58
3,24,447,07:27
2,11,460,07:40
8,18,463,07:43
17,1,460,07:40
14,12,532,08:52
9,7,489,08:09
3,6,505,08:25
20,11,495,08:15
2,5,434,07:14
11,5,434,07:14
2,3,511,08:31
13,7,460,07:40
24,22,443,07:23
16,22,528,08:48
22,14,446,07:26
15,8,504,08:24
18,11,489,08:09
24,1,505,08:25
17,5,442,07:22
10,3,486,08:06
2,13,533,08:53
13,14,487,08:07
14,21,430,07:10
17,9,492,08:12
4,12,536,08:56
16,11,451,07:31
13,24,515,08:35
17,14,539,08:59
4,12,431,07:11
8,15,505,08:25
16,15,426,07:06
7,5,433,07:13
11,23,447,07:27
23,11,471,07:51
7,22,489,08:09
19,14,504,08:24
16,3,457,07:37
14,3,468,07:48
22,13,514,08:34
2,3,450,07:30
12,19,493,08:13
5,12,454,07:34
11,7,530,08:50
2,11,454,07:34
19,14,423,07:03
15,8,468,07:48
24,12,470,07:50
20,8,432,07:12
11,21,481,08:01
8,17,490,08:10
13,7,471,07:51
12,14,485,08:05
20,19,441,07:21
23,15,475,07:55
13,24,478,07:58
15,13,430,07:10
24,7,525,08:45
20,11,502,08:22
13,7,424,07:04
18,11,434,07:14
15,20,497,08:17
13,11,425,07:05
13,3,513,08:33
7,15,426,07:06
13,20,445,07:25
19,2,479,07:59
13,7,485,08:05
15,18,523,08:43
3,21,451,07:31
3,6,539,08:59
13,22,483,08:03
4,14,420,07:00
17,21,539,08:59
13,12,469,07:49
7,15,492,08:12
17,2,497,08:17
13,8,523,08:43
24,21,484,08:04
13,23,457,07:37
12,9,487,08:07
3,1,501,08:21
7,11,453,07:33
13,12,434,07:14
21,24,480,08:00
23,21,427,07:07
13,9,463,07:43
13,24,520,08:40
22,21,520,08:40
11,14,440,07:20
12,24,493,08:13
14,6,430,07:10
4,8,494,08:14
12,20,438,07:18
23,9,432,07:12
24,8,506,08:26
3,7,468,07:48
15,20,436,07:16
15,19,453,07:33
13,6,433,07:13
12,24,505,08:25
3,23,524,08:44
15,24,432,07:12
3,11,521,08:41
2,1,535,08:55
13,11,427,07:07
18,24,436,07:16
20,7,461,07:41
9,24,466,07:46
4,5,427,07:07
3,21,474,07:54
23,7,516,08:36
11,21,497,08:17
16,11,453,07:33
12,23,469,07:49
12,7,437,07:17
23,15,484,08:04
18,12,479,07:59
11,2,477,07:57
23,11,521,08:41
19,4,465,07:45
18,23,474,07:54
22,24,520,08:40
13,9,434,07:14
23,15,482,08:02
17,20,479,07:59
24,3,525,08:45
4,2,420,07:00
4,11,517,08:37
19,11,466,07:46
4,1,472,07:52
23,9,431,07:11
7,15,531,08:51
16,7,507,08:27
12,18,518,08:38
13,9,470,07:50
23,11,478,07:58
17,4,473,07:53
6,12,443,07:23
18,22,432,07:12
13,1,500,08:20
3,13,533,08:53
13,2,514,08:34
7,9,513,08:33
13,19,489,08:09
12,11,486,08:06
2,12,438,07:18
14,23,441,07:21
4,11,510,08:30
18,15,443,07:23
2,13,462,07:42
7,22,436,07:16
19,14,457,07:37
17,20,421,07:01
15,13,524,08:44
22,20,482,08:02
24,5,446,07:26
7,1,513,08:33
7,6,439,07:19
7,1,524,08:44
4,24,523,08:43
23,11,443,07:23
2,14,494,08:14
22,12,537,08:57
19,21,462,07:42
13,7,459,07:39
11,14,422,07:02
7,21,489,08:09
2,7,513,08:33
13,24,535,08:55
13,24,476,07:56
11,5,508,08:28
17,14,462,07:42
18,23,441,07:21
3,13,475,07:55
23,13,530,08:50
7,5,535,08:55
7,4,428,07:08
14,9,516,08:36
24,9,459,07:39
22,24,496,08:16
21,9,480,08:00
23,15,440,07:20
17,5,522,08:42
24,11,481,08:01
17,19,449,07:29
2,8,531,08:51
24,12,484,08:04
12,13,467,07:47
12,20,451,07:31
22,3,472,07:52
13,11,488,08:08
13,5,432,07:12
10,8,444,07:24
18,11,521,08:41
13,12,538,08:58
12,14,468,07:48
22,5,535,08:55
17,6,497,08:17
11,15,421,07:01
14,13,466,07:46
6,8,489,08:09
4,6,489,08:09
21,2,448,07:28
17,7,514,08:34
17,24,509,08:29
14,13,521,08:41
12,5,497,08:17
14,24,437,07:17
17,2,521,08:41
14,21,453,07:33
15,11,525,08:45
17,21,535,08:55
14,6,475,07:55
13,6,539,08:59
24,3,496,08:16
24,4,500,08:20
21,2,530,08:50
9,8,537,08:57
19,9,441,07:21
12,24,538,08:58
14,11,439,07:19
6,11,424,07:04
6,14,451,07:31
17,3,508,08:28
21,13,514,08:34
22,14,449,07:29
17,14,482,08:02
22,13,531,08:51
16,7,483,08:03
21,8,515,08:35
12,4,508,08:28
3,22,489,08:09
20,8,474,07:54
17,24,470,07:50
18,8,483,08:03
4,12,496,08:16
19,9,487,08:07
17,7,467,07:47
18,3,458,07:38
3,18,527,08:47
4,9,482,08:02
13,20,507,08:27
21,9,483,08:03
2,11,506,08:26
24,22,498,08:18
12,20,430,07:10
2,11,528,08:48
11,8,437,07:17
11,9,492,08:12
15,13,490,08:10
20,8,443,07:23
8,20,472,07:52
2,19,471,07:51
15,7,519,08:39
7,24,504,08:24
13,6,450,07:30
9,10,428,07:08
18,3,483,08:03
11,7,423,07:03
19,4,488,08:08
15,1,448,07:28
12,5,471,07:51
17,24,485,08:05
17,9,424,07:04
17,11,460,07:40
15,13,464,07:44
4,18,480,08:00
19,24,452,07:32
14,5,523,08:43
19,14,423,07:03
4,11,511,08:31
20,8,466,07:46
13,14,422,07:02
24,3,485,08:05
12,14,488,08:08
17,8,496,08:16
17,22,420,07:00
12,14,525,08:45
2,1,486,08:06
11,7,435,07:15
14,24,523,08:43
2,10,433,07:13
14,6,425,07:05
4,21,503,08:23
3,8,439,07:19
14,6,534,08:54
14,23,494,08:14
19,14,470,07:50
15,7,420,07:00
3,9,501,08:21
17,2,510,08:30
24,17,508,08:28
13,17,420,07:00
8,21,490,08:10
17,6,455,07:35
14,11,422,07:02
13,12,511,08:31
24,20,426,07:06
19,17,530,08:50
17,6,463,07:43
13,19,502,08:22
17,22,496,08:16
14,17,471,07:51
9,17,529,08:49
12,9,526,08:46
15,12,474,07:54
8,4,504,08:24
17,15,459,07:39
12,1,529,08:49
15,3,473,07:53
13,14,456,07:36
8,11,445,07:25
4,21,429,07:09
18,22,485,08:05
2,3,459,07:39
4,24,427,07:07
12,18,510,08:30
14,21,444,07:24
11,3,486,08:06
0,22,455,07:35
13,23,493,08:13
13,19,488,08:08
17,8,478,07:58
13,23,427,07:07
8,3,524,08:44
3,21,519,08:39
3,4,526,08:46
9,20,433,07:13
23,3,466,07:46
2,1,434,07:14
12,15,537,08:57
2,20,454,07:34
6,9,520,08:40
20,13,524,08:44
24,22,465,07:45
3,18,500,08:20
7,13,538,08:58
19,15,464,07:44
13,12,539,08:59
5,24,519,08:39
7,5,491,08:11
15,2,465,07:45
13,6,467,07:47
6,14,518,08:38
22,2,527,08:47
2,3,511,08:31
13,9,522,08:42
13,5,446,07:26
14,15,529,08:49
22,19,473,07:53
3,18,471,07:51
13,10,510,08:30
9,12,469,07:49
7,22,529,08:49
18,5,494,08:14
14,24,426,07:06
20,11,429,07:09
12,10,496,08:16
17,15,491,08:11
16,11,442,07:22
18,19,514,08:34
5,8,500,08:20
11,9,512,08:32
6,8,528,08:48
24,12,481,08:01
22,11,478,07:58
6,24,443,07:23
20,4,482,08:02
12,18,479,07:59
4,11,429,07:09
8,19,458,07:38
2,13,508,08:28
11,9,469,07:49
19,14,439,07:19
18,2,432,07:12
9,23,537,08:57
22,13,492,08:12
13,18,477,07:57
13,9,501,08:21
2,12,510,08:30
16,18,424,07:04
12,9,508,08:28
7,3,514,08:34
5,23,456,07:36
19,11,521,08:41
13,11,498,08:18
13,24,464,07:44
7,6,489,08:09
13,12,510,08:30
16,5,529,08:49
13,22,432,07:12
2,16,487,08:07
13,8,473,07:53
13,19,434,07:14
4,13,485,08:05
2,4,467,07:47
3,12,511,08:31
7,3,488,08:08
2,9,476,07:56
2,15,481,08:01
24,11,523,08:43
2,10,436,07:16
23,11,477,07:57
4,24,539,08:59
13,8,480,08:00
11,5,488,08:08
15,19,438,07:18
12,10,479,07:59
13,15,486,08:06
3,17,454,07:34
14,5,528,08:48
5,7,528,08:48
19,15,512,08:32
23,11,527,08:47
4,12,483,08:03
16,11,486,08:06
13,15,454,07:34
12,15,518,08:38
24,17,532,08:52
12,9,459,07:39
3,14,454,07:34
18,8,456,07:36
11,9,438,07:18
13,21,470,07:50
13,15,500,08:20
13,14,489,08:09
2,8,507,08:27
19,11,508,08:28
7,13,427,07:07
24,2,522,08:42
21,2,502,08:22
24,7,473,07:53
12,5,447,07:27
19,22,453,07:33
12,14,440,07:20
7,20,503,08:23
19,9,519,08:39
13,15,488,08:08
4,11,511,08:31
4,3,488,08:08
24,13,473,07:53
7,22,452,07:32
14,13,506,08:26
7,11,527,08:47
21,11,444,07:24
12,4,477,07:57
4,5,430,07:10
15,6,490,08:10
8,11,519,08:39
4,12,445,07:25
10,13,523,08:43
24,12,475,07:55
16,8,505,08:25
19,13,425,07:05
14,3,440,07:20
18,13,464,07:44
24,11,507,08:27
18,24,465,07:45
2,16,528,08:48
2,9,423,07:03
16,23,456,07:36
8,18,432,07:12
13,24,502,08:22
3,12,502,08:22
22,11,493,08:13
7,14,438,07:18
13,16,440,07:20
13,5,533,08:53
11,15,421,07:01
14,8,510,08:30
14,7,427,07:07
24,23,437,07:17
11,21,515,08:35
23,2,483,08:03
21,16,513,08:33
2,5,520,08:40
14,5,470,07:50
15,11,451,07:31
19,7,458,07:38
8,13,487,08:07
24,11,538,08:58
20,11,488,08:08
7,11,506,08:26
14,9,451,07:31
11,5,491,08:11
14,11,482,08:02
14,11,429,07:09
13,11,502,08:22
17,9,519,08:39
13,11,540,09:00
17,23,455,07:35
12,3,429,07:09
8,6,531,08:51
4,11,477,07:57
23,7,523,08:43
24,22,478,07:58
24,21,479,07:59
23,9,478,07:58
24,12,536,08:56
7,24,538,08:58
17,18,456,07:36
24,18,440,07:20
3,5,441,07:21
17,21,513,08:33
22,15,499,08:19
13,6,497,08:17
12,11,478,07:58
11,21,477,07:57
12,18,527,08:47
3,15,421,07:01
12,5,469,07:49
4,6,522,08:42
5,19,457,07:37
3,11,456,07:36
14,6,510,08:30
15,8,481,08:01
7,11,444,07:24
14,11,535,08:55
3,11,478,07:58
6,9,524,08:44
1,14,481,08:01
17,13,470,07:50
3,15,434,07:14
9,12,445,07:25
13,3,427,07:07
15,8,538,08:58
13,5,458,07:38
13,7,477,07:57
4,2,479,07:59
16,11,439,07:19
13,18,477,07:57
19,12,524,08:44
3,24,480,08:00
18,3,491,08:11
7,8,469,07:49
12,9,438,07:18
6,9,469,07:49
14,1,445,07:25
14,7,505,08:25
14,7,445,07:25
19,2,444,07:24
18,9,511,08:31
11,22,532,08:52
2,21,509,08:29
14,13,488,08:08
12,7,431,07:11
9,20,526,08:46
12,22,420,07:00
7,13,422,07:02
20,11,500,08:20
23,18,445,07:25
22,21,458,07:38
24,14,487,08:07
12,5,425,07:05
7,11,502,08:22
23,13,503,08:23
17,5,445,07:25
15,13,477,07:57
23,20,478,07:58
4,20,475,07:55
3,4,421,07:01
2,24,443,07:23
3,10,480,08:00
4,24,421,07:01
12,5,468,07:48
13,7,482,08:02
19,13,535,08:55
14,17,503,08:23
16,11,508,08:28
10,11,443,07:23
11,23,500,08:20
6,14,436,07:16
21,19,525,08:45
11,5,476,07:56
11,3,513,08:33
20,4,469,07:49
17,7,469,07:49
12,5,440,07:20
13,4,440,07:20
12,15,494,08:14
7,5,480,08:00
9,20,507,08:27
18,21,503,08:23
6,11,433,07:13
24,9,499,08:19
17,5,435,07:15
15,5,479,07:59
3,6,431,07:11
15,11,484,08:04
4,5,491,08:11
14,24,492,08:12
12,7,455,07:35
12,22,530,08:50
7,24,466,07:46
12,11,457,07:37
18,21,452,07:32
19,23,443,07:23
12,3,454,07:34
17,18,511,08:31
21,10,488,08:08
12,22,434,07:14
4,18,454,07:34
3,11,495,08:15
11,7,469,07:49
23,5,427,07:07
11,5,447,07:27
22,11,539,08:59
24,19,480,08:00
7,6,500,08:20
2,21,534,08:54
19,8,527,08:47
13,14,503,08:23
14,12,431,07:11
16,8,450,07:30
17,20,508,08:28
22,21,521,08:41
13,11,472,07:52
17,11,460,07:40
17,18,463,07:43
7,11,494,08:14
11,13,513,08:33
12,15,518,08:38
14,13,447,07:27
3,13,472,07:52
8,11,475,07:55
3,11,485,08:05
14,13,476,07:56
17,14,466,07:46
18,2,487,08:07
20,18,431,07:11
4,6,421,07:01
11,13,461,07:41
24,20,468,07:48
17,20,472,07:52
13,11,440,07:20
21,12,497,08:17
8,12,463,07:43
14,11,492,08:12
9,11,451,07:31
5,11,486,08:06
3,13,458,07:38
15,5,517,08:37
19,14,494,08:14
12,5,526,08:46
24,15,495,08:15
8,5,511,08:31
19,11,517,08:37
7,17,521,08:41
13,3,479,07:59
13,20,446,07:26
9,21,484,08:04
13,4,488,08:08
4,1,522,08:42
14,13,481,08:01
11,10,515,08:35
23,9,511,08:31
20,22,470,07:50
24,11,442,07:22
24,3,501,08:21
5,14,484,08:04
12,7,485,08:05
13,21,528,08:48
7,15,511,08:31
21,6,495,08:15
14,11,493,08:13
4,11,499,08:19
22,7,498,08:18
24,13,509,08:29
21,11,502,08:22
8,15,458,07:38
18,12,495,08:15
16,12,476,07:56
13,21,507,08:27
16,9,459,07:39
12,14,524,08:44
2,4,516,08:36
4,8,457,07:37
8,12,467,07:47
5,14,486,08:06
17,19,515,08:35
9,12,450,07:30
14,21,518,08:38
19,15,453,07:33
20,14,447,07:27
13,10,503,08:23
17,24,425,07:05
22,2,468,07:48
12,5,471,07:51
8,14,500,08:20
4,10,498,08:18
24,11,513,08:33
19,3,509,08:29
15,1,530,08:50
13,16,460,07:40
13,15,438,07:18
23,2,488,08:08
17,11,461,07:41
13,24,438,07:18
18,9,463,07:43
13,24,462,07:42
18,10,537,08:57
7,9,502,08:22
18,11,453,07:33
13,21,472,07:52
5,7,489,08:09
3,4,483,08:03
20,3,465,07:45
24,7,432,07:12
9,17,524,08:44
7,5,509,08:29
19,3,516,08:36
2,20,502,08:22
14,5,479,07:59
3,13,521,08:41
13,24,476,07:56
17,3,465,07:45
12,24,484,08:04
22,12,477,07:57
18,13,433,07:13
12,14,460,07:40
24,5,523,08:43
14,1,437,07:17
3,5,456,07:36
13,5,488,08:08
13,9,450,07:30
14,6,503,08:23
4,14,475,07:55
3,15,446,07:26
7,12,503,08:23
6,19,421,07:01
13,11,440,07:20
12,24,434,07:14
13,15,492,08:12
21,11,444,07:24
9,8,499,08:19
3,11,450,07:30
11,14,522,08:42
22,11,450,07:30
13,11,483,08:03
13,22,531,08:51
19,5,433,07:13
13,3,516,08:36
4,8,532,08:52
22,11,527,08:47
7,5,505,08:25
19,8,464,07:44
13,7,430,07:10
19,6,456,07:36
3,24,486,08:06
7,8,458,07:38
13,7,448,07:28
13,12,448,07:28
22,13,425,07:05
15,11,424,07:04
13,20,473,07:53
15,7,496,08:16
18,12,537,08:57
16,23,490,08:10
2,21,434,07:14
20,24,422,07:02
15,18,473,07:53
7,10,532,08:52
13,8,492,08:12
22,0,445,07:25
13,20,503,08:23
8,7,468,07:48
11,2,492,08:12
15,1,466,07:46
20,18,451,07:31
13,20,458,07:38
3,5,437,07:17
12,2,421,07:01
7,14,475,07:55
14,19,472,07:52
14,15,433,07:13
11,5,486,08:06
7,10,520,08:40
23,24,512,08:32
6,15,475,07:55
17,13,449,07:29
24,21,434,07:14
24,10,492,08:12
13,4,464,07:44
17,15,520,08:40
13,11,429,07:09
17,16,513,08:33
13,17,505,08:25
20,21,455,07:35
11,1,531,08:51
3,11,471,07:51
3,5,473,07:53
4,14,479,07:59
15,11,472,07:52
19,11,459,07:39
24,22,473,07:53
21,13,476,07:56
22,9,497,08:17
17,11,480,08:00
16,18,526,08:46
4,9,520,08:40
7,24,449,07:29
12,9,535,08:55
17,11,480,08:00
13,3,438,07:18
4,5,519,08:39
13,4,508,08:28
14,7,459,07:39
17,9,459,07:39
11,9,483,08:03
1,9,506,08:26
3,2,519,08:39
7,20,494,08:14
13,5,486,08:06
17,19,479,07:59
7,1,484,08:04
3,4,477,07:57
20,13,507,08:27
2,11,464,07:44
7,5,518,08:38
14,12,515,08:35
12,19,529,08:49
20,3,483,08:03
2,13,434,07:14
7,13,463,07:43
17,5,535,08:55
12,7,488,08:08
6,14,505,08:25
16,7,487,08:07
17,13,508,08:28
3,4,466,07:46
17,9,536,08:56
20,24,468,07:48
13,12,453,07:33
15,14,533,08:53
2,5,447,07:27
24,20,441,07:21
12,22,502,08:22
18,7,433,07:13
11,24,495,08:15
6,5,431,07:11
4,24,449,07:29
13,11,488,08:08
12,14,477,07:57
15,14,512,08:32
12,10,455,07:35
18,12,496,08:16
24,19,485,08:05
20,9,473,07:53
19,20,493,08:13
14,5,470,07:50
8,19,464,07:44
13,17,430,07:10
4,16,425,07:05
7,5,479,07:59
3,15,514,08:34
2,11,451,07:31
4,14,459,07:39
19,5,453,07:33
19,11,471,07:51
12,24,434,07:14
14,13,489,08:09
17,5,507,08:27
20,5,447,07:27
13,21,487,08:07
14,5,510,08:30
13,11,424,07:04
19,12,437,07:17
7,24,524,08:44
3,24,447,07:27
4,8,484,08:04
24,11,508,08:28
13,3,503,08:23
19,12,514,08:34
21,5,501,08:21
15,5,464,07:44
21,20,450,07:30
13,18,466,07:46
24,4,491,08:11
3,13,530,08:50
6,11,472,07:52
21,24,456,07:36
18,11,518,08:38
