in_station,out_station,time_minute,time_hour_minute
22,16,1092,18:12
20,2,1031,17:11
12,17,1150,19:10
1,13,1154,19:14
9,7,1164,19:24
5,7,1210,20:10
6,2,1110,18:30
24,19,1125,18:45
21,12,1073,17:53
9,11,1307,21:47
5,23,1159,19:19
12,14,1172,19:32
1,14,1206,20:06
19,5,1177,19:37
6,4,1086,18:06
6,19,1124,18:44
4,12,1242,20:42
14,24,1145,19:05
11,12,1109,18:29
8,17,1102,18:22
20,24,1021,17:01
9,11,1153,19:13
21,22,1064,17:44
3,6,1081,18:01
21,17,1066,17:46
12,11,1056,17:36
15,13,1166,19:26
7,5,1021,17:01
8,21,1066,17:46
12,14,1128,18:48
13,4,1094,18:14
11,17,1198,19:58
3,24,1173,19:33
6,18,1109,18:29
12,11,1013,16:53
4,17,1185,19:45
11,6,1119,18:39
23,12,1026,17:06
3,15,1115,18:35
18,17,1169,19:29
5,2,1039,17:19
6,12,1033,17:13
5,11,1070,17:50
13,24,1108,18:28
24,3,1174,19:34
23,16,1247,20:47
13,17,1022,17:02
5,3,1162,19:22
13,12,1163,19:23
14,21,1060,17:40
11,8,1264,21:04
15,18,1192,19:52
13,18,1125,18:45
1,13,1043,17:23
16,4,1107,18:27
7,3,1109,18:29
11,17,1130,18:50
13,14,1199,19:59
11,24,1185,19:45
22,13,1145,19:05
11,2,1007,16:47
11,14,1111,18:31
14,5,1021,17:01
13,12,1111,18:31
14,10,1228,20:28
15,7,1032,17:12
11,12,1146,19:06
5,2,1147,19:07
11,23,1161,19:21
21,5,1147,19:07
11,4,1156,19:16
11,13,1069,17:49
2,13,1066,17:46
14,20,1054,17:34
14,19,1097,18:17
7,5,1168,19:28
10,14,1198,19:58
15,3,1057,17:37
1,11,1151,19:11
3,12,1225,20:25
19,12,1058,17:38
11,2,1211,20:11
23,18,1005,16:45
4,2,1143,19:03
22,13,1055,17:35
13,7,1204,20:04
22,20,1253,20:53
8,7,1216,20:16
20,24,1042,17:22
11,24,1031,17:11
24,12,1056,17:36
21,4,1150,19:10
5,13,992,16:32
9,15,1178,19:38
24,3,1237,20:37
19,3,1087,18:07
11,7,1050,17:30
11,2,1276,21:16
8,17,1070,17:50
14,22,1111,18:31
11,3,1191,19:51
5,12,1157,19:17
3,12,1090,18:10
14,16,1027,17:07
21,14,1146,19:06
5,17,1317,21:57
5,3,1069,17:49
11,20,1016,16:56
11,18,997,16:37
21,13,1078,17:58
20,8,1151,19:11
5,2,1052,17:32
5,3,1017,16:57
12,17,1218,20:18
22,13,1033,17:13
13,4,1033,17:13
19,11,1116,18:36
7,13,1046,17:26
6,17,1122,18:42
3,15,1147,19:07
6,20,1128,18:48
9,7,996,16:36
8,2,1104,18:24
6,13,1110,18:30
11,12,1120,18:40
21,4,1073,17:53
4,24,1018,16:58
13,3,1051,17:31
11,12,1010,16:50
11,13,1089,18:09
6,24,1050,17:30
21,18,1037,17:17
15,12,1262,21:02
20,24,1025,17:05
19,9,1156,19:16
24,15,1063,17:43
5,16,1146,19:06
5,24,1022,17:02
3,13,1174,19:34
12,11,1228,20:28
19,3,1279,21:19
5,13,1026,17:06
23,24,1059,17:39
2,24,1056,17:36
13,23,1060,17:40
8,19,1271,21:11
18,24,1085,18:05
19,15,1160,19:20
21,19,1125,18:45
15,11,1132,18:52
3,13,1184,19:44
5,24,1297,21:37
12,19,1096,18:16
11,7,1260,21:00
20,19,1054,17:34
6,21,1381,23:01
4,17,1008,16:48
11,19,1115,18:35
11,24,1133,18:53
5,22,1097,18:17
11,4,1035,17:15
21,3,1138,18:58
19,7,1069,17:49
17,23,1056,17:36
9,11,1096,18:16
4,12,994,16:34
17,18,1047,17:27
24,18,1198,19:58
5,18,1147,19:07
24,2,1117,18:37
4,15,1054,17:34
9,18,1085,18:05
23,6,1356,22:36
11,24,1192,19:52
14,19,1344,22:24
11,19,1109,18:29
23,24,1101,18:21
11,15,1095,18:15
13,7,1246,20:46
24,13,1196,19:56
17,19,1167,19:27
1,13,1192,19:52
5,13,1070,17:50
3,16,1047,17:27
10,4,1122,18:42
3,2,1173,19:33
12,17,1031,17:11
12,5,1093,18:13
23,1,1104,18:24
9,12,1228,20:28
1,12,1134,18:54
22,18,1067,17:47
8,7,1075,17:55
18,24,1048,17:28
13,16,1356,22:36
9,18,1011,16:51
2,4,1098,18:18
7,14,1082,18:02
21,15,1077,17:57
13,24,1106,18:26
4,5,1041,17:21
19,17,1063,17:43
22,20,1221,20:21
24,16,1006,16:46
8,21,1122,18:42
22,4,1131,18:51
19,4,1027,17:07
11,13,1296,21:36
19,18,1018,16:58
4,18,1075,17:55
24,5,1285,21:25
11,8,994,16:34
24,15,1142,19:02
8,24,1170,19:30
11,14,1091,18:11
7,12,1342,22:22
5,7,1218,20:18
8,15,1180,19:40
11,24,1352,22:32
12,14,1218,20:18
9,3,1167,19:27
12,17,1007,16:47
15,13,1026,17:06
15,3,1065,17:45
8,14,1261,21:01
13,20,1019,16:59
6,13,1099,18:19
23,2,1173,19:33
4,6,1083,18:03
9,18,1091,18:11
5,17,1161,19:21
9,11,1252,20:52
11,13,1043,17:23
7,12,1241,20:41
6,12,1107,18:27
4,12,1102,18:22
11,13,1078,17:58
3,13,1231,20:31
19,11,1112,18:32
14,13,1130,18:50
18,13,1081,18:01
21,17,1383,23:03
3,13,1322,22:02
11,13,1002,16:42
11,3,1134,18:54
17,11,1216,20:16
7,19,1273,21:13
7,20,1202,20:02
4,12,1137,18:57
24,17,1147,19:07
14,24,1136,18:56
7,24,1216,20:16
22,19,1113,18:33
24,3,1124,18:44
11,20,1112,18:32
4,3,1181,19:41
8,7,1046,17:26
24,10,1127,18:47
5,22,1103,18:23
22,3,1159,19:19
12,15,1119,18:39
19,4,1119,18:39
3,18,1147,19:07
14,23,1211,20:11
5,9,1181,19:41
18,22,1200,20:00
11,5,1055,17:35
9,18,1289,21:29
9,3,1202,20:02
7,19,1056,17:36
15,5,1229,20:29
24,18,1069,17:49
5,2,1189,19:49
18,24,1061,17:41
15,22,1210,20:10
19,7,1032,17:12
12,15,1086,18:06
11,13,1102,18:22
2,5,1040,17:20
2,17,1373,22:53
4,20,1105,18:25
5,6,1110,18:30
14,12,1140,19:00
19,12,1102,18:22
5,23,1082,18:02
15,12,1071,17:51
17,7,1010,16:50
15,2,1226,20:26
14,23,1075,17:55
12,17,1028,17:08
8,4,1150,19:10
9,17,1022,17:02
8,19,1018,16:58
23,7,1232,20:32
11,22,1217,20:17
12,19,1079,17:59
15,21,1119,18:39
9,15,1120,18:40
13,8,1110,18:30
11,22,1108,18:28
11,2,1191,19:51
20,18,1298,21:38
7,4,1103,18:23
6,10,1131,18:51
15,19,1006,16:46
6,4,1104,18:24
22,24,1126,18:46
8,12,1145,19:05
14,22,1071,17:51
18,13,1225,20:25
20,11,1142,19:02
19,24,1161,19:21
2,11,1157,19:17
8,15,1162,19:22
15,4,1106,18:26
11,19,1000,16:40
1,12,1188,19:48
18,11,1229,20:29
8,19,1064,17:44
12,18,1097,18:17
2,13,1038,17:18
23,14,1166,19:26
16,9,1183,19:43
8,2,1173,19:33
24,21,1225,20:25
8,18,997,16:37
4,12,1082,18:02
12,24,1196,19:56
11,2,1152,19:12
5,23,1084,18:04
11,13,1236,20:36
14,19,1249,20:49
10,13,1122,18:42
11,14,1197,19:57
20,9,1095,18:15
23,15,1081,18:01
12,18,1173,19:33
2,24,1032,17:12
13,12,1084,18:04
8,15,1015,16:55
5,2,1261,21:01
13,22,1152,19:12
7,14,997,16:37
1,14,1156,19:16
5,15,1230,20:30
1,19,1211,20:11
13,21,1007,16:47
13,19,1136,18:56
14,24,1081,18:01
20,2,1051,17:31
11,4,1123,18:43
9,23,1032,17:12
11,14,1051,17:31
15,24,1052,17:32
13,3,1341,22:21
16,6,1077,17:57
22,20,1128,18:48
11,4,1178,19:38
6,21,1107,18:27
7,12,1183,19:43
12,24,1218,20:18
1,17,1201,20:01
3,13,1112,18:32
8,13,1107,18:27
10,3,1373,22:53
12,2,1188,19:48
23,7,1126,18:46
5,15,1243,20:43
5,11,1020,17:00
6,13,1124,18:44
7,16,1182,19:42
2,13,1116,18:36
3,13,1055,17:35
8,3,1173,19:33
3,13,1034,17:14
14,3,1290,21:30
15,3,1038,17:18
19,15,1284,21:24
23,24,1012,16:52
8,21,1252,20:52
8,6,1125,18:45
6,3,1099,18:19
4,13,1272,21:12
24,19,1230,20:30
10,13,1251,20:51
20,5,1208,20:08
6,24,1029,17:09
20,14,1266,21:06
4,13,1025,17:05
5,8,1161,19:21
9,13,1185,19:45
8,19,1140,19:00
20,12,1280,21:20
13,18,1048,17:28
11,6,1194,19:54
13,12,1169,19:29
5,16,1034,17:14
6,15,1103,18:23
18,20,1269,21:09
18,5,1149,19:09
5,7,1108,18:28
21,3,1033,17:13
6,5,1091,18:11
18,8,1217,20:17
13,14,1043,17:23
21,17,1037,17:17
5,3,994,16:34
11,2,1123,18:43
20,13,1015,16:55
23,22,1175,19:35
13,2,1124,18:44
24,12,1056,17:36
24,12,1199,19:59
3,14,1090,18:10
6,11,1026,17:06
5,2,1000,16:40
16,19,1100,18:20
7,15,1365,22:45
6,15,1047,17:27
12,24,1206,20:06
20,3,1135,18:55
24,12,1117,18:37
9,4,1227,20:27
24,23,1019,16:59
7,14,1144,19:04
11,12,1113,18:33
23,20,1311,21:51
10,17,1153,19:13
20,24,1071,17:51
12,18,1175,19:35
17,12,1098,18:18
9,13,1092,18:12
6,21,1264,21:04
13,14,1109,18:29
6,15,1041,17:21
11,22,1129,18:49
21,20,1108,18:28
15,17,1107,18:27
1,12,1150,19:10
21,2,1096,18:16
12,24,1109,18:29
12,20,1203,20:03
21,3,1143,19:03
24,7,1052,17:32
20,2,1159,19:19
10,13,1054,17:34
3,11,1254,20:54
6,24,1044,17:24
15,20,1152,19:12
12,13,1159,19:19
14,5,1302,21:42
24,14,1062,17:42
24,21,1005,16:45
4,13,1092,18:12
3,18,999,16:39
21,19,1226,20:26
18,16,1090,18:10
14,6,1133,18:53
15,12,1055,17:35
13,19,1111,18:31
5,7,1174,19:34
13,14,1257,20:57
21,0,1230,20:30
16,12,1107,18:27
15,12,1315,21:55
5,2,1054,17:34
5,14,1162,19:22
9,12,1155,19:15
5,13,1057,17:37
4,3,1124,18:44
3,21,1149,19:09
6,17,1088,18:08
5,11,1046,17:26
17,14,1078,17:58
21,23,1211,20:11
9,11,1270,21:10
14,8,1247,20:47
7,18,1045,17:25
11,9,1100,18:20
22,12,1074,17:54
14,13,1197,19:57
15,20,1017,16:57
21,18,1247,20:47
5,8,1041,17:21
15,19,1050,17:30
23,17,1070,17:50
20,18,1124,18:44
24,12,1096,18:16
5,20,1087,18:07
13,15,992,16:32
24,9,1091,18:11
21,23,1022,17:02
24,12,1009,16:49
5,20,1075,17:55
11,4,1271,21:11
17,7,1106,18:26
16,18,1052,17:32
11,14,1195,19:55
15,12,1188,19:48
9,18,1193,19:53
13,8,1108,18:28
24,3,1090,18:10
7,2,1088,18:08
16,18,1025,17:05
9,20,1081,18:01
22,9,1220,20:20
15,14,1094,18:14
14,17,1318,21:58
5,21,1219,20:19
3,13,1275,21:15
7,18,1084,18:04
6,17,1077,17:57
8,4,1001,16:41
12,11,1115,18:35
15,19,1047,17:27
11,3,1055,17:35
21,2,1097,18:17
16,3,992,16:32
22,11,1108,18:28
10,6,1348,22:28
8,18,1181,19:41
16,4,1099,18:19
20,18,1030,17:10
7,2,1080,18:00
22,14,1270,21:10
11,14,1095,18:15
12,2,1022,17:02
11,17,1116,18:36
15,13,1040,17:20
19,3,1141,19:01
23,4,1225,20:25
12,17,1125,18:45
5,24,1260,21:00
22,13,1029,17:09
0,24,1215,20:15
21,7,1156,19:16
18,12,1090,18:10
5,3,1072,17:52
7,18,1147,19:07
12,24,1060,17:40
22,4,1068,17:48
15,24,996,16:36
14,24,1155,19:15
21,12,1402,23:22
13,3,1093,18:13
11,6,1007,16:47
14,24,1040,17:20
11,2,1209,20:09
11,9,1151,19:11
12,14,1111,18:31
5,6,1072,17:52
8,20,1301,21:41
20,12,1044,17:24
16,19,1194,19:54
11,18,1107,18:27
4,5,1070,17:50
13,18,1023,17:03
13,4,1124,18:44
11,13,1273,21:13
5,12,1123,18:43
11,10,1104,18:24
20,2,1159,19:19
8,19,1020,17:00
6,14,1143,19:03
8,18,1152,19:12
7,3,1082,18:02
5,18,1040,17:20
11,20,1182,19:42
24,20,1027,17:07
5,19,1250,20:50
13,4,1148,19:08
7,16,1232,20:32
24,17,1130,18:50
5,14,1037,17:17
13,22,1229,20:29
7,17,1024,17:04
7,12,1173,19:33
24,4,1051,17:31
19,11,1085,18:05
8,3,1066,17:46
7,18,1258,20:58
7,21,1287,21:27
7,24,1023,17:03
6,19,1035,17:15
5,23,1211,20:11
23,15,1276,21:16
20,4,1160,19:20
21,7,1196,19:56
19,8,1199,19:59
2,3,1227,20:27
19,12,1034,17:14
11,13,1071,17:51
1,8,1172,19:32
19,20,1019,16:59
5,14,1056,17:36
6,18,1046,17:26
3,13,1021,17:01
24,8,1071,17:51
24,20,1186,19:46
11,19,1071,17:51
7,4,1080,18:00
22,3,1095,18:15
11,13,1110,18:30
22,13,1217,20:17
3,12,1061,17:41
11,13,1005,16:45
20,7,1143,19:03
4,17,1116,18:36
12,3,1226,20:26
14,12,1129,18:49
15,13,1215,20:15
24,11,1032,17:12
15,17,1112,18:32
7,17,1126,18:46
4,3,1029,17:09
21,7,1038,17:18
20,7,1135,18:55
11,2,1064,17:44
11,18,1103,18:23
24,20,1020,17:00
11,12,1083,18:03
21,22,1068,17:48
11,8,1082,18:02
13,18,1254,20:54
11,4,1168,19:28
12,24,1008,16:48
14,6,1202,20:02
10,16,1133,18:53
14,3,1245,20:45
19,7,1091,18:11
23,18,1188,19:48
3,15,1180,19:40
3,14,1176,19:36
11,21,1106,18:26
13,18,1260,21:00
14,13,1104,18:24
5,3,1192,19:52
11,19,1050,17:30
11,13,1128,18:48
21,18,1074,17:54
24,18,1272,21:12
19,17,1135,18:55
24,2,1170,19:30
13,16,1288,21:28
13,11,997,16:37
20,13,1162,19:22
13,12,1130,18:50
12,9,1134,18:54
5,19,1052,17:32
21,7,1026,17:06
11,9,1002,16:42
11,17,997,16:37
21,17,1024,17:04
5,21,1285,21:25
19,7,1096,18:16
13,12,1156,19:16
11,10,1072,17:52
1,12,1038,17:18
5,2,1016,16:56
15,17,1059,17:39
4,11,1135,18:55
5,7,1097,18:17
6,5,1229,20:29
6,16,1130,18:50
7,20,1097,18:17
3,15,1181,19:41
14,13,1285,21:25
8,14,1190,19:50
19,4,1131,18:51
5,17,1098,18:18
13,4,1342,22:22
3,4,1103,18:23
19,2,1056,17:36
5,23,1018,16:58
21,14,1101,18:21
5,11,1079,17:59
21,11,1109,18:29
8,12,1246,20:46
11,13,1086,18:06
17,3,1008,16:48
24,12,1128,18:48
2,22,1262,21:02
10,23,1191,19:51
18,13,1301,21:41
8,17,1017,16:57
11,12,1109,18:29
11,20,1023,17:03
15,17,1169,19:29
13,5,1128,18:48
20,13,1127,18:47
7,11,1288,21:28
23,13,1156,19:16
14,7,1043,17:23
21,12,1109,18:29
2,14,1005,16:45
22,12,1201,20:01
19,13,1044,17:24
24,8,1216,20:16
14,24,1137,18:57
5,16,1070,17:50
7,12,1221,20:21
18,12,1158,19:18
17,4,1064,17:44
12,15,1081,18:01
23,24,1210,20:10
11,23,1109,18:29
16,14,1124,18:44
5,8,1121,18:41
13,17,1152,19:12
9,2,1198,19:58
14,3,1231,20:31
14,12,1199,19:59
15,6,1149,19:09
15,24,1251,20:51
9,2,1168,19:28
15,3,1257,20:57
24,4,1112,18:32
19,3,1346,22:26
22,11,1059,17:39
9,14,1074,17:54
13,12,1098,18:18
1,7,1282,21:22
23,3,1035,17:15
8,4,1049,17:29
12,13,1126,18:46
24,12,1172,19:32
11,20,1053,17:33
10,11,1037,17:17
12,13,1100,18:20
24,18,1252,20:52
18,11,1122,18:42
13,12,1092,18:12
23,18,1014,16:54
11,15,1146,19:06
24,17,1266,21:06
9,20,1122,18:42
1,12,1118,18:38
5,7,1088,18:08
17,12,1124,18:44
9,5,1253,20:53
6,7,1233,20:33
23,8,1057,17:37
7,2,1038,17:18
24,15,1131,18:51
19,11,1058,17:38
17,14,1141,19:01
7,16,1392,23:12
14,18,1263,21:03
5,18,1025,17:05
12,23,1172,19:32
9,7,1093,18:13
1,19,1172,19:32
5,19,1209,20:09
11,13,1022,17:02
4,20,1165,19:25
21,24,1274,21:14
6,14,1096,18:16
20,5,1104,18:24
8,5,1172,19:32
9,20,1114,18:34
9,17,1254,20:54
24,13,1153,19:13
6,24,1205,20:05
18,12,1125,18:45
15,11,1312,21:52
21,15,1123,18:43
8,13,1030,17:10
13,17,1007,16:47
7,12,1207,20:07
10,5,1182,19:42
11,6,1046,17:26
9,18,1148,19:08
23,18,1022,17:02
3,24,1025,17:05
7,12,1217,20:17
3,16,1156,19:16
8,3,1168,19:28
6,11,1112,18:32
3,18,1090,18:10
20,12,1261,21:01
7,8,1165,19:25
18,15,1245,20:45
13,14,1064,17:44
7,12,1074,17:54
11,13,1109,18:29
18,4,1029,17:09
24,19,1039,17:19
22,12,1052,17:32
15,19,1251,20:51
4,19,1183,19:43
17,23,1079,17:59
8,21,1141,19:01
18,24,1106,18:26
12,3,1181,19:41
5,23,1145,19:05
20,12,1033,17:13
11,17,1023,17:03
13,12,1223,20:23
8,20,1166,19:26
13,23,1122,18:42
8,22,1133,18:53
3,12,992,16:32
13,12,1071,17:51
10,13,1164,19:24
5,18,1255,20:55
9,5,1057,17:37
18,2,1051,17:31
23,17,1259,20:59
22,13,1097,18:17
14,20,1205,20:05
11,12,1111,18:31
11,18,1001,16:41
11,14,1282,21:22
11,24,1252,20:52
6,11,1036,17:16
9,5,1167,19:27
4,13,1056,17:36
20,24,1148,19:08
1,3,1156,19:16
15,11,1228,20:28
9,7,1208,20:08
21,7,1250,20:50
1,17,1241,20:41
13,4,1234,20:34
11,4,1029,17:09
6,13,1281,21:21
11,23,1271,21:11
13,12,1010,16:50
12,6,1088,18:08
10,7,1077,17:57
24,3,1013,16:53
18,2,995,16:35
6,14,1211,20:11
24,20,1080,18:00
7,12,1088,18:08
22,13,1163,19:23
15,13,1050,17:30
23,2,1006,16:46
24,12,1157,19:17
13,7,1087,18:07
15,19,1072,17:52
14,11,1208,20:08
19,15,1123,18:43
3,13,1101,18:21
18,20,1224,20:24
22,24,1093,18:13
8,14,1121,18:41
15,13,1199,19:59
14,12,1068,17:48
11,23,1000,16:40
12,11,1214,20:14
14,19,1103,18:23
19,16,1081,18:01
11,13,1046,17:26
4,17,992,16:32
4,18,1118,18:38
4,14,1214,20:14
13,4,1185,19:45
12,2,1129,18:49
12,11,1073,17:53
24,16,1146,19:06
13,19,1306,21:46
8,2,1162,19:22
4,11,1092,18:12
11,7,1179,19:39
4,12,1091,18:11
13,12,1193,19:53
5,11,1167,19:27
22,14,1182,19:42
8,9,1239,20:39
21,8,1060,17:40
9,16,1001,16:41
15,17,1096,18:16
2,13,1127,18:47
11,24,1142,19:02
23,18,1098,18:18
7,4,1098,18:18
15,19,1096,18:16
24,3,1155,19:15
9,18,1078,17:58
23,3,1053,17:33
12,11,1094,18:14
15,7,1140,19:00
20,4,1139,18:59
12,15,1136,18:56
11,13,1024,17:04
13,4,1243,20:43
9,12,1315,21:55
4,9,1182,19:42
11,22,1209,20:09
9,13,1051,17:31
8,13,1099,18:19
11,12,1131,18:51
14,22,1127,18:47
11,12,1094,18:14
5,13,1312,21:52
20,17,1084,18:04
12,22,1139,18:59
15,9,1071,17:51
3,2,1063,17:43
22,16,1253,20:53
5,17,1226,20:26
16,5,1076,17:56
19,24,1054,17:34
8,4,1215,20:15
7,12,1072,17:52
24,7,1223,20:23
23,15,1125,18:45
1,16,1097,18:17
22,18,1100,18:20
15,11,1077,17:57
21,13,1070,17:50
8,4,1202,20:02
8,21,1081,18:01
11,12,1010,16:50
6,22,1030,17:10
19,24,1143,19:03
3,20,1274,21:14
20,22,1083,18:03
9,14,1264,21:04
15,11,1200,20:00
15,7,1084,18:04
23,18,1112,18:32
4,7,1071,17:51
11,13,1148,19:08
8,2,1075,17:55
8,23,1166,19:26
13,2,1086,18:06
19,18,1080,18:00
8,16,1257,20:57
20,4,1016,16:56
11,24,1204,20:04
2,13,1090,18:10
3,8,1076,17:56
13,12,1182,19:42
14,16,1084,18:04
18,2,1035,17:15
23,2,1006,16:46
24,14,1103,18:23
12,23,1243,20:43
4,17,1240,20:40
7,12,1024,17:04
15,14,1127,18:47
1,15,992,16:32
22,0,1008,16:48
2,19,1151,19:11
22,4,1043,17:23
14,11,1169,19:29
13,21,1233,20:33
19,5,1001,16:41
2,18,1163,19:23
11,18,1060,17:40
16,8,1189,19:49
5,4,1258,20:58
15,18,1091,18:11
5,14,1271,21:11
5,4,1225,20:25
11,12,1041,17:21
4,24,1125,18:45
11,13,1034,17:14
12,4,1283,21:23
11,23,1043,17:23
24,23,1262,21:02
13,7,1094,18:14
18,21,1295,21:35
2,13,1177,19:37
12,14,1170,19:30
19,13,1002,16:42
8,23,1156,19:16
22,6,1043,17:23
11,13,1160,19:20
13,4,1285,21:25
24,20,1108,18:28
12,18,1321,22:01
5,3,1036,17:16
23,13,1122,18:42
7,14,1027,17:07
9,18,1027,17:07
11,3,1153,19:13
6,13,993,16:33
11,17,1160,19:20
7,23,1227,20:27
12,13,1265,21:05
22,13,1024,17:04
13,14,1010,16:50
13,10,1283,21:23
10,13,1053,17:33
18,3,1039,17:19
6,4,1215,20:15
24,4,1087,18:07
12,7,1125,18:45
24,13,1117,18:37
20,17,1309,21:49
21,19,1022,17:02
4,15,1193,19:53
3,12,1217,20:17
11,13,1006,16:46
12,19,998,16:38
9,4,1034,17:14
21,18,1171,19:31
10,17,1165,19:25
21,3,1341,22:21
9,13,1199,19:59
10,2,1005,16:45
12,7,1206,20:06
20,3,1052,17:32
12,13,1096,18:16
21,12,991,16:31
19,13,1184,19:44
13,18,1157,19:17
11,24,1135,18:55
15,20,1102,18:22
11,18,1061,17:41
14,13,1369,22:49
5,15,1271,21:11
7,2,1133,18:53
8,4,1320,22:00
24,9,1082,18:02
11,22,997,16:37
14,2,1205,20:05
5,24,1161,19:21
11,9,1134,18:54
6,23,1211,20:11
7,11,1018,16:58
7,23,1150,19:10
5,9,1257,20:57
7,20,1077,17:57
16,2,1160,19:20
3,24,1405,23:25
5,16,1083,18:03
6,5,1105,18:25
11,9,1168,19:28
3,15,995,16:35
11,13,1131,18:51
12,13,1079,17:59
11,24,1142,19:02
1,7,1105,18:25
13,15,1270,21:10
14,24,1207,20:07
24,14,1112,18:32
4,18,1174,19:34
11,13,1084,18:04
14,3,1093,18:13
7,18,1079,17:59
13,22,1245,20:45
1,20,1083,18:03
1,24,1153,19:13
14,24,1373,22:53
24,19,1056,17:36
8,13,1115,18:35
9,8,1219,20:19
14,10,1169,19:29
24,18,1112,18:32
11,8,1161,19:21
6,24,1195,19:55
3,7,1167,19:27
11,12,1117,18:37
7,21,1372,22:52
1,24,1128,18:48
19,24,1067,17:47
22,12,1053,17:33
17,16,1044,17:24
5,14,1106,18:26
5,3,1227,20:27
5,14,1053,17:33
5,3,1204,20:04
5,14,1157,19:17
2,18,1129,18:49
11,20,1027,17:07
13,11,1009,16:49
7,19,1031,17:11
24,4,1278,21:18
11,7,1015,16:55
9,24,1240,20:40
24,3,1108,18:28
6,18,1130,18:50
1,4,1101,18:21
3,20,1305,21:45
7,13,1078,17:58
4,3,1002,16:42
11,6,1121,18:41
11,2,1194,19:54
11,15,1236,20:36
3,22,1113,18:33
11,3,1027,17:07
23,8,1111,18:31
6,15,1063,17:43
15,13,1197,19:57
7,21,1016,16:56
13,3,1007,16:47
9,18,1134,18:54
5,3,1076,17:56
11,7,1362,22:42
3,12,1065,17:45
7,14,1226,20:26
8,13,1117,18:37
6,14,1097,18:17
7,16,1125,18:45
15,12,1008,16:48
1,21,1334,22:14
12,17,1078,17:58
24,5,1132,18:52
11,13,1050,17:30
4,7,1073,17:53
3,15,1065,17:45
3,14,1182,19:42
3,1,1222,20:22
5,12,1028,17:08
6,11,1087,18:07
1,16,1124,18:44
20,13,1210,20:10
11,20,1057,17:37
11,13,1150,19:10
24,14,1130,18:50
15,20,1252,20:52
7,11,1176,19:36
11,13,1245,20:45
3,9,1122,18:42
23,17,1303,21:43
23,22,1173,19:33
13,3,1157,19:17
7,12,1205,20:05
4,3,1188,19:48
11,2,1048,17:28
6,12,1267,21:07
2,7,1238,20:38
9,13,1074,17:54
15,23,1253,20:53
8,9,1228,20:28
13,20,1067,17:47
12,18,1113,18:33
15,12,1032,17:12
15,8,1099,18:19
24,16,1140,19:00
24,17,1153,19:13
20,11,1130,18:50
20,4,1045,17:25
13,10,1110,18:30
22,15,1145,19:05
3,24,1049,17:29
7,12,1195,19:55
1,4,1227,20:27
23,15,1131,18:51
5,4,1087,18:07
12,15,1110,18:30
18,2,1100,18:20
17,3,1064,17:44
24,12,1007,16:47
23,16,1183,19:43
8,4,1071,17:51
7,4,1124,18:44
8,7,1214,20:14
3,2,1134,18:54
11,16,1075,17:55
2,5,1307,21:47
4,22,1254,20:54
10,7,1053,17:33
21,8,1092,18:12
14,5,1166,19:26
6,18,1084,18:04
13,17,1084,18:04
11,23,1219,20:19
19,24,1118,18:38
6,8,1157,19:17
13,4,1013,16:53
24,3,1028,17:08
24,17,1090,18:10
5,15,1067,17:47
2,13,1155,19:15
11,2,1064,17:44
11,22,1082,18:02
11,13,1177,19:37
18,13,1087,18:07
9,3,1129,18:49
24,15,1093,18:13
5,24,1275,21:15
12,7,1155,19:15
18,17,1139,18:59
5,13,1144,19:04
6,18,1238,20:38
9,16,1044,17:24
24,13,1139,18:59
8,13,1176,19:36
3,16,1050,17:30
11,10,1074,17:54
11,10,1019,16:59
18,14,1198,19:58
14,3,1174,19:34
13,3,1124,18:44
19,2,1224,20:24
24,19,1147,19:07
19,8,1117,18:37
11,5,1155,19:15
5,13,1027,17:07
18,7,1132,18:52
11,15,1128,18:48
4,17,1018,16:58
11,14,1029,17:09
19,6,1101,18:21
17,23,1289,21:29
3,7,1096,18:16
6,13,1348,22:28
3,24,1159,19:19
11,14,1089,18:09
11,17,1192,19:52
15,2,1102,18:22
5,4,1078,17:58
9,16,1115,18:35
18,19,1069,17:49
24,15,1312,21:52
3,2,1156,19:16
12,13,1117,18:37
4,22,1041,17:21
17,13,1002,16:42
20,21,1090,18:10
23,19,1198,19:58
9,14,1110,18:30
8,12,1000,16:40
12,4,1116,18:36
1,8,1040,17:20
1,8,1065,17:45
14,23,1040,17:20
21,15,1164,19:24
18,13,1044,17:24
12,18,1029,17:09
11,2,1027,17:07
11,14,1199,19:59
13,20,1127,18:47
22,24,1062,17:42
11,22,1055,17:35
15,13,1060,17:40
23,7,1116,18:36
12,14,1073,17:53
12,7,1125,18:45
21,20,1069,17:49
24,13,1171,19:31
7,16,1208,20:08
19,13,1168,19:28
9,4,1057,17:37
4,17,1252,20:52
11,21,1187,19:47
12,3,1086,18:06
4,16,1208,20:08
11,13,1315,21:55
19,4,1126,18:46
11,7,1015,16:55
8,12,1042,17:22
19,17,1200,20:00
7,3,1132,18:52
9,18,1076,17:56
10,3,1216,20:16
5,8,1172,19:32
19,5,1287,21:27
7,24,1090,18:10
3,6,1103,18:23
18,12,1093,18:13
7,21,1195,19:55
23,13,1013,16:53
11,3,1174,19:34
19,23,1104,18:24
1,13,1307,21:47
14,13,1195,19:55
24,12,1194,19:54
9,23,1058,17:38
17,12,1191,19:51
10,7,1170,19:30
12,15,1202,20:02
19,24,1167,19:27
9,12,1204,20:04
12,3,1174,19:34
3,12,1116,18:36
5,16,1225,20:25
